02/04/2024	C	AJFI11	103	9,74
02/04/2024	C	BBAS3	20	55,96
02/04/2024	C	CPFE3	30	34,83
26/03/2024	C	BBSE3	6	32,01
21/03/2024	C	CSMG3	9	21,05
20/03/2024	C	BBAS3	20	55,95
20/03/2024	C	BBAS3	4	55,98
20/03/2024	C	BBAS3	14	55,99
20/03/2024	C	BBSE3	30	32,96
20/03/2024	C	CPFE3	30	33,9
20/03/2024	C	CPFE3	30	33,95
20/03/2024	C	CPFE3	7	33,94
20/03/2024	C	CSMG3	5	20,35
20/03/2024	V	LEVE3	100	33,35
20/03/2024	V	LEVE3	100	33,27
20/03/2024	V	LEVE3	31	33,27
19/03/2024	C	BBAS3	12	55,76
19/03/2024	C	BBAS3	18	55,75
19/03/2024	C	BBAS3	18	55,75
18/03/2024	C	BBAS3	18	56,77
15/03/2024	C	CSMG3	4	19,95
14/03/2024	C	CSMG3	17	19,9
29/02/2024	C	BBAS3	9	58,17
29/02/2024	C	CSMG3	40	20,76
29/02/2024	C	CSMG3	22	20,71
29/02/2024	C	CSMG3	10	20,77
29/02/2024	C	FATN11	11	92,91
29/02/2024	C	RBRD11	25	41,28
27/02/2024	C	FATN11	5	92,68
26/02/2024	C	CSMG3	48	21,04
26/02/2024	C	FATN11	54	92,99
26/02/2024	C	FATN11	33	93,18
26/02/2024	V	PLCR11	89	89,13
26/02/2024	V	PLCR11	5	89,14
26/02/2024	C	VALE3	12	65,73
23/02/2024	C	BBAS3	18	57,69
23/02/2024	C	VALE3	10	67,9
21/02/2024	C	BBAS3	34	59,25
20/02/2024	C	BBAS3	27	59,61
19/02/2024	C	BBAS3	12	58,09
19/02/2024	C	BTLG11	9	103,25
19/02/2024	V	HSAF11	40	87,69
19/02/2024	C	RZAT11	9	95,46
19/02/2024	C	RZAT11	10	95,5
19/02/2024	C	RZAT11	2	95,47
15/02/2024	C	BBAS3	2	58,24
15/02/2024	C	LEVE3	6	33,1
14/02/2024	C	BTLG11	20	102,5
14/02/2024	V	HGLG11	24	164,79
14/02/2024	C	LEVE3	10	32,84
14/02/2024	C	TRBL11	16	99,46
09/02/2024	C	BBAS3	28	57,47
09/02/2024	V	HGLG11	10	165,02
07/02/2024	C	VALE3	1	66,84
05/02/2024	C	VALE3	7	65,56
02/02/2024	C	CPFE3	30	35,55
01/02/2024	C	CPFE3	30	36,32
01/02/2024	C	CPFE3	30	36,26
01/02/2024	C	VALE3	20	67,93
30/01/2024	C	CPFE3	43	35,68
30/01/2024	V	HGLG11	10	163,76
26/01/2024	C	BBSE3	100	33,88
26/01/2024	C	CPFE3	44	36,61
26/01/2024	C	CPFE3	3	36,81
26/01/2024	V	CXSE3	300	14,28
26/01/2024	V	CXSE3	54	14,26
25/01/2024	C	BTLG11	5	103,77
24/01/2024	C	CPFE3	42	36,21
22/01/2024	C	HSAF11	2	86,84
17/01/2024	C	BBSE3	19	33,71
15/01/2024	C	BTLG11	5	103,48
11/01/2024	C	BBAS3	21	54,43
11/01/2024	C	HSAF11	8	84,76
10/01/2024	C	HSAF11	18	84,84
09/01/2024	C	BBAS3	20	54,84
09/01/2024	C	BTLG11	20	104,04
09/01/2024	C	HSAF11	12	85,22
09/01/2024	C	RBVA11	1	112,84
08/01/2024	V	ABCB2	6	4,58
08/01/2024	C	RZAT11	11	95
04/01/2024	C	LEVE3	15	33,88
02/01/2024	V	ABCB4	100	22,92
02/01/2024	V	ABCB4	83	22,97
02/01/2024	C	BBSE3	100	33,89
02/01/2024	C	BBSE3	21	33,76
02/01/2024	C	RZAT11	22	93,84
02/01/2024	C	RZAT11	11	93,69
18/12/2023	C	HGBS11	40	222,8
18/12/2023	V	HSML11	97	92,15
12/12/2023	C	CSMG3	18	19,98
04/12/2023	C	BBSE3	70	30,94
04/12/2023	C	LEVE3	40	31,77
01/12/2023	C	BBSE3	100	30,96
01/12/2023	C	BBSE3	36	30,96
01/12/2023	C	CSMG3	100	18,83
01/12/2023	C	CSMG3	50	18,84
01/12/2023	V	EGIE3	100	44,01
01/12/2023	V	EGIE3	52	43,98
01/12/2023	V	EGIE3	60	43,89
01/12/2023	C	LEVE3	80	31,75
01/12/2023	C	LEVE3	80	31,53
29/11/2023	C	CSMG3	15	18,64
27/11/2023	V	ALOS3	100	24,84
27/11/2023	V	ALOS3	70	24,74
27/11/2023	C	CSMG3	200	18,39
27/11/2023	C	CSMG3	30	18,39
27/11/2023	V	CXSE3	1	11,49
27/11/2023	V	HSAF11	17	85,9
27/11/2023	V	HSAF11	25	85,57
27/11/2023	V	HSAF11	9	85,58
27/11/2023	C	TRBL11	45	97,02
23/11/2023	C	CSMG3	11	18,05
17/11/2023	C	BBSE3	9	31,96
14/11/2023	C	BBSE3	35	31,63
13/11/2023	C	BBSE3	100	31,46
08/11/2023	C	BBSE3	47	31,85
06/11/2023	C	BBSE3	100	31,66
27/10/2023	C	BBSE3	70	31,33
27/10/2023	C	CSMG3	100	15,81
27/10/2023	C	CSMG3	30	15,82
27/10/2023	C	VALE3	21	66,08
25/10/2023	C	BBSE3	3	31,37
18/10/2023	C	BBSE3	96	31,98
18/10/2023	C	BBSE3	80	31,96
18/10/2023	V	BLMR11	1097	6,83
18/10/2023	V	BLMR11	90	6,84
18/10/2023	C	BLMR11	1	6,83
18/10/2023	C	RBED11	6	140,36
18/10/2023	C	RBED11	1	140,24
18/10/2023	C	TRXF11	13	107,89
18/10/2023	C	VALE3	7	65,67
17/10/2023	V	RECV3	51	22
17/10/2023	C	VALE3	15	67,92
16/10/2023	C	BBSE3	10	31,63
16/10/2023	C	CXSE3	80	11,3
16/10/2023	V	VCJR11	10	92,06
16/10/2023	V	VCJR11	2	92,07
10/10/2023	C	BBSE3	4	31,8
04/10/2023	C	BBAS3	4	46,92
04/10/2023	C	BBAS3	7	46,91
04/10/2023	C	CXSE3	75	11,21
04/10/2023	C	CXSE3	10	11,23
03/10/2023	C	CXSE3	45	11,16
03/10/2023	C	CXSE3	45	11,16
03/10/2023	V	GALG11	236	9,21
03/10/2023	C	HGLG11	13	159,94
02/10/2023	C	BBAS3	11	46,98
02/10/2023	C	CXSE3	100	11,14
02/10/2023	V	GALG11	174	9,22
02/10/2023	C	HGLG11	10	159,9
29/09/2023	C	RECV3	6	21,31
26/09/2023	C	BBAS3	7	46,07
22/09/2023	C	ALSO3	18	22,98
21/09/2023	C	ALSO3	22	22,8
20/09/2023	C	BBSE3	13	32,1
20/09/2023	V	CVBI11	24	93,69
20/09/2023	C	HSAF11	6	86,81
20/09/2023	C	PLCR11	10	92,1
18/09/2023	V	HGFF11	18	89,38
18/09/2023	C	RBED11	2	139,43
18/09/2023	C	VCJR11	12	90,85
15/09/2023	C	ALSO3	21	23,88
14/09/2023	C	RECV3	45	22
05/09/2023	C	BBSE3	31	31,51
01/09/2023	C	ALSO3	8	22,91
01/09/2023	C	ALSO3	1	22,91
31/08/2023	C	VALE3	10	65,46
24/08/2023	C	HSAF11	1	86,44
22/08/2023	V	BCIA11	13	102,55
22/08/2023	V	BCIA11	2	102,56
22/08/2023	C	RBVA11	13	109,99
21/08/2023	C	HSAF11	5	87,13
18/08/2023	C	ABCB4	28	18
18/08/2023	C	BBAS3	19	47,96
18/08/2023	C	BBSE3	16	29,93
18/08/2023	C	BCIA11	15	102,74
18/08/2023	C	EGIE3	12	41,96
18/08/2023	V	VALE3	2	61,58
18/08/2023	V	VALE3	47	61,57
18/08/2023	V	VALE3	1	61,59
16/08/2023	C	HGFF11	3	87,28
16/08/2023	C	HGFF11	3	87,3
16/08/2023	C	HGFF11	1	87,29
14/08/2023	C	BBSE3	28	32,81
11/08/2023	C	BBSE3	10	32,31
11/08/2023	C	VALE3	16	65,9
10/08/2023	C	BBSE3	25	32,29
10/08/2023	V	NEOE3	65	19,08
04/08/2023	C	ABCB4	50	19,71
04/08/2023	V	BRSR6	100	14,4
04/08/2023	C	BRSR6	100	14,45
04/08/2023	V	BRSR6	100	14,41
04/08/2023	V	BRSR6	96	14,44
04/08/2023	C	VALE3	12	68,28
03/08/2023	C	BBSE3	1	31,25
03/08/2023	C	BBSE3	17	31,25
03/08/2023	C	EGIE3	9	43,92
02/08/2023	C	BBSE3	48	31,28
02/08/2023	C	VALE3	8	67,35
31/07/2023	C	AFHI11	11	96,31
31/07/2023	V	HSML11	11	94,66
28/07/2023	C	VALE3	5	67,99
26/07/2023	C	ALSO3	6	24,85
26/07/2023	V	TUPY3	17	26,55
24/07/2023	C	BBSE3	30	31,48
21/07/2023	C	ALSO3	10	24,5
21/07/2023	V	EZTC3	48	20,11
20/07/2023	C	BBSE3	57	30,34
20/07/2023	C	VALE3	23	67,96
19/07/2023	C	BBSE3	34	30,05
19/07/2023	C	VALE3	15	67,43
18/07/2023	C	ALSO3	12	24,67
18/07/2023	V	LEVE3	100	45,75
18/07/2023	V	LEVE3	20	45,75
17/07/2023	C	VALE3	8	67,82
17/07/2023	C	VALE3	10	67,85
12/07/2023	C	ABCB4	30	17,9
12/07/2023	C	EGIE3	12	44,74
12/07/2023	C	PLCR11	7	86,84
11/07/2023	C	ABCB4	30	17,78
07/07/2023	V	LGCP11	20	82,34
04/07/2023	C	ALSO3	7	24,98
27/06/2023	C	ABCB4	26	18,66
27/06/2023	C	ABCB4	17	18,51
27/06/2023	V	SIMH3	16	8,97
27/06/2023	V	SIMH3	22	8,87
23/06/2023	C	ALSO3	20	25,15
23/06/2023	C	PETR4	17	30,73
15/06/2023	C	RBVA11	6	100,77
09/06/2023	C	ALSO3	23	22,53
09/06/2023	C	ALSO3	22	22,98
05/06/2023	C	HGLG11	21	158,94
05/06/2023	V	LVBI11	31	111,29
26/05/2023	C	TUPY3	17	26,18
25/05/2023	C	BRSR6	60	11,94
11/05/2023	C	BRSR6	55	11,41
08/05/2023	C	NEOE3	65	15,3
05/05/2023	C	EGIE3	12	43,29
05/05/2023	C	RBVA11	3	94,95
04/05/2023	C	BLMR11	99	6,54
04/05/2023	C	BLMR11	1	6,53
03/05/2023	C	HSAF11	13	78,7
02/05/2023	C	EGIE3	12	40,97
02/05/2023	C	RBVA11	2	93,7
28/04/2023	C	BLMR11	16	6,38
